	1_clip	10_clip	11_clip	12_clip	13_clip	14_clip	15_clip	16_clip	17_clip	18_clip	19_clip	2_clip	20_clip	21_clip	22_clip	23_clip	24_clip	25_clip	26_clip	27_clip	28_clip	29_clip	3_clip	30_clip	31_clip	32_clip	33_clip	34_clip	35_clip	36_clip	37_clip	38_clip	39_clip	4_clip	40_clip	41_clip	42_clip	43_clip	44_clip	45_clip	46_clip	47_clip	5_clip	52_clip	53_clip	54_clip	55_clip	56_clip	57_clip	58_clip	59_clip	6_clip	60_clip	61_clip	62_clip	63_clip	64_clip	65_clip	66_clip	67_clip	7_clip	8_clip	9_clip
sq432	0	0	0	2	0	3	2	0	0	2	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	67	18	12	0	0	2	0	0	35	47	18	3	2	2	37	1	0	2	7	3	1	15	20	20	19	0	51	50	75	51	34	63	25	27	0	1	0
sq433	4	3	3	7	8	2	7	11	5	5	8	2	6	1	4	8	6	6	7	8	6	0	7	0	0	1	42	29	22	13	6	10	15	5	26	29	21	20	14	21	44	10	9	10	26	22	22	29	29	13	17	1	16	32	31	28	32	15	30	12	5	3	2
sq434	1	0	1	13	1	6	0	8	3	0	3	1	5	2	0	2	10	0	6	12	15	1	3	0	0	1	15	9	22	27	2	15	32	10	3	3	36	108	2	0	10	67	1	0	7	18	36	12	9	22	39	4	35	22	22	36	13	27	28	21	0	12	2
sq435	8	10	7	4	12	3	8	4	9	8	3	10	0	7	6	7	0	3	5	2	3	6	6	0	1	2	32	38	36	11	10	9	14	1	6	61	72	10	21	18	19	2	14	26	124	104	58	7	3	9	4	26	2	3	2	3	2	1	3	4	19	3	8
sq436	24	0	0	0	1	0	0	3	5	0	2	5	0	172	4	5	1	34	4	0	0	389	1	168	74	3	0	0	0	0	3	5	0	1	0	0	0	0	0	0	0	0	32	0	2	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	3	1	0
sq437	5	7	4	10	9	14	13	15	7	9	6	3	9	5	3	2	11	1	9	11	15	3	5	0	0	3	25	24	26	17	5	29	16	8	13	15	27	38	7	5	27	26	5	8	23	26	25	22	20	11	22	4	9	15	23	22	17	25	20	10	0	8	5
sq438	1	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	5	0	1	3	4	0	1	0	0	0	53	36	15	2	28	11	1	1	66	38	45	8	43	116	28	0	0	5	9	6	4	35	19	20	10	1	10	24	38	16	33	30	47	29	0	0	0
sq439	0	2	5	10	2	4	3	11	0	1	3	4	11	4	1	10	11	1	9	14	19	0	2	4	2	7	13	10	31	25	0	24	41	17	5	5	27	80	4	0	13	58	0	0	5	15	21	30	18	13	20	1	31	34	31	15	9	24	34	17	3	30	0
sq440	8	5	9	1	20	6	6	3	20	16	7	16	3	8	9	3	0	5	0	4	3	0	11	2	1	0	59	45	16	1	43	19	2	2	28	45	33	6	21	25	34	0	19	15	38	13	5	23	19	18	7	3	6	8	8	10	11	16	23	15	2	4	1
sq441	0	0	0	4	0	0	1	13	0	0	0	0	2	0	0	0	7	0	0	2	5	0	0	0	1	2	6	8	92	49	13	79	139	5	1	4	11	20	2	3	10	5	0	12	146	66	64	15	5	19	27	0	3	8	8	10	2	6	17	20	1	11	0
sq442	4	9	3	6	0	1	2	0	0	2	0	1	0	1	0	2	2	2	4	1	4	0	0	1	0	1	4	2	15	42	113	295	107	4	6	6	13	45	8	12	6	24	2	0	1	7	11	9	7	12	13	4	1	6	7	7	4	10	9	8	5	4	0
sq443	10	9	9	7	13	12	13	16	8	9	5	3	7	28	12	16	13	17	18	8	7	11	11	3	4	7	20	17	16	3	19	23	1	9	14	17	20	11	5	6	17	10	12	23	40	32	25	26	18	21	9	11	11	20	13	7	17	20	20	22	5	6	1
sq444	22	6	9	21	25	14	18	16	20	11	15	16	10	6	7	7	8	9	11	18	9	8	20	0	1	1	16	8	20	19	6	16	15	14	9	6	30	41	2	7	11	31	13	7	23	27	22	12	8	9	11	3	9	18	6	9	9	15	13	7	1	13	10
sq445	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	16	38	1	51	5	0	0	4	11	23	9	16	43	5	7	0	67	321	41	18	23	17	30	7	0	4	8	12	4	9	19	16	21	0	0	0
sq446	2	5	6	11	4	6	8	2	10	13	7	3	5	6	2	0	1	1	3	3	4	1	6	2	1	1	66	74	28	4	8	6	8	6	30	38	20	9	11	25	57	3	1	6	10	12	4	18	26	27	15	3	15	32	23	18	25	21	27	17	1	3	5
sq447	0	0	0	3	0	0	0	30	0	0	2	0	6	0	0	1	19	0	0	3	33	0	1	1	0	1	0	0	8	34	0	11	30	17	0	1	10	84	1	2	2	109	0	0	2	6	17	25	12	24	36	0	22	40	29	23	5	29	26	9	0	20	0
sq448	1	1	3	9	2	3	5	12	3	2	3	0	8	1	4	10	10	2	11	13	17	1	1	0	0	4	8	6	18	20	0	25	26	11	3	4	43	83	4	0	8	73	3	1	13	22	25	16	9	16	24	0	18	29	25	23	9	37	16	22	1	10	3
sq449	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	14	0	1	1	68	0	0	0	2	2	0	0	4	53	0	1	76	28	0	0	0	148	0	0	1	176	0	0	0	1	3	6	3	7	50	0	24	19	30	50	2	23	8	9	0	14	0
sq450	0	0	0	1	0	1	0	8	0	0	0	0	0	0	0	0	2	0	1	2	3	0	0	0	0	1	7	7	88	19	9	34	14	2	1	1	29	44	7	13	6	16	0	12	207	104	56	19	8	23	23	0	7	13	10	11	3	14	10	20	0	0	0
sq451	155	1	0	0	40	7	4	2	65	3	3	28	0	99	73	20	0	144	19	1	6	1	15	19	9	0	0	0	0	0	10	6	2	1	0	0	0	0	0	0	0	0	105	0	0	0	0	3	2	7	0	27	0	0	0	0	0	0	2	1	5	0	10
sq452	16	18	10	6	25	7	14	8	14	6	4	5	0	8	9	16	1	12	10	8	4	4	7	0	0	3	4	0	1	2	14	8	4	4	0	6	12	3	1	2	5	2	16	24	166	193	103	5	6	3	1	31	1	2	0	4	3	2	3	7	21	2	5
sq453	4	11	10	6	9	10	15	6	6	3	8	2	6	4	7	10	13	6	12	9	5	2	8	0	1	4	24	21	24	7	8	17	5	8	20	23	32	32	5	7	30	18	2	6	31	18	22	14	17	17	21	5	13	21	22	10	17	22	37	17	3	9	6
sq454	0	0	0	14	0	0	0	10	0	0	0	0	2	0	0	0	13	0	2	1	48	0	0	3	7	2	1	1	11	51	0	6	57	17	0	0	4	111	0	0	2	119	0	0	0	0	10	5	5	8	42	0	29	54	33	50	7	49	25	11	1	25	0
sq455	8	5	11	13	20	20	17	16	16	29	32	12	37	8	11	7	28	8	17	19	11	0	21	4	2	1	33	23	22	2	1	5	8	20	2	35	39	34	1	0	22	5	10	3	3	2	6	6	11	9	8	9	2	1	2	6	5	8	3	3	10	38	3
sq456	6	5	3	8	17	5	14	11	0	5	12	1	3	5	10	16	12	14	16	21	8	3	3	0	0	0	30	18	32	5	19	8	15	5	16	31	27	25	11	16	34	17	2	4	16	27	17	12	25	14	7	5	14	24	15	19	11	22	16	16	6	1	0
sq457	2	2	1	14	0	2	2	10	3	7	9	0	34	0	2	3	16	0	1	10	20	2	2	0	3	0	8	13	55	26	0	9	36	18	6	5	48	66	1	3	8	30	0	3	6	28	31	20	27	16	29	0	18	21	23	19	11	12	20	17	0	22	1
sq458	2	0	3	3	4	4	8	4	1	1	8	6	4	3	7	8	4	6	10	6	7	0	4	1	2	3	43	23	17	7	13	13	8	6	19	38	32	9	12	20	35	18	5	8	20	16	11	27	17	21	15	8	27	21	25	21	30	25	17	15	3	8	0
sq459	0	0	1	9	1	5	1	12	0	0	3	0	4	1	0	1	16	0	3	11	14	0	0	0	0	1	4	6	32	28	0	11	20	7	3	3	57	105	1	1	10	65	0	0	2	11	19	22	14	11	38	0	24	30	31	37	15	18	12	13	0	6	2
sq460	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	9	0	1	0	1	0	1	3	29	48	0	6	89	4	0	0	40	106	0	0	7	104	0	0	1	10	23	18	10	11	84	0	18	33	23	44	7	33	17	26	0	6	0
sq461	16	40	29	5	18	27	31	7	10	25	16	28	1	22	12	47	21	12	46	73	33	1	10	11	15	20	0	2	3	2	1	0	1	39	0	0	1	4	0	1	1	1	17	0	0	0	0	0	0	1	1	67	1	3	2	0	0	1	0	1	85	13	21
sq462	0	0	0	9	0	0	0	14	0	0	0	0	1	0	0	4	24	0	3	7	26	0	0	0	0	0	5	7	81	30	0	12	35	12	2	0	49	69	0	2	7	48	0	0	3	41	54	21	14	12	18	0	21	24	22	32	16	16	18	14	0	14	0
sq463	0	0	1	7	0	0	0	12	0	0	0	0	2	0	0	1	15	0	1	3	40	0	0	0	0	1	0	0	22	47	0	0	34	21	0	0	11	147	0	0	2	109	0	0	0	1	3	6	11	4	36	0	34	36	44	45	6	37	12	10	1	23	0
sq464	40	13	11	1	68	53	56	20	42	22	24	10	8	44	39	22	8	33	36	3	5	23	7	20	27	3	1	0	1	0	2	7	3	12	0	4	1	0	0	2	1	0	21	3	4	7	7	17	16	13	2	18	3	5	0	0	0	2	9	2	13	4	11
sq465	17	5	1	2	10	4	2	6	10	5	5	10	0	7	12	19	5	8	15	4	1	10	6	7	4	1	36	54	8	0	30	21	0	5	5	103	7	4	10	10	87	1	4	43	34	9	10	11	10	15	10	6	7	11	11	3	9	10	26	14	6	4	2
sq466	6	5	3	2	7	5	4	4	9	12	6	0	5	6	6	8	4	3	6	3	3	1	8	1	6	8	34	24	15	6	12	29	7	7	12	25	26	21	11	11	28	19	7	24	30	25	18	25	14	16	8	5	13	14	19	16	17	23	13	16	12	10	5
sq467	0	0	1	11	2	4	2	14	0	1	2	2	5	0	2	4	14	0	5	13	18	0	2	0	1	4	1	4	12	43	0	11	35	17	0	0	32	94	1	1	3	71	3	0	3	17	24	19	13	10	40	0	21	20	28	33	12	33	19	15	1	16	0
sq468	0	0	0	10	0	1	0	23	0	0	0	0	5	0	0	2	13	0	1	8	25	0	0	0	0	0	0	0	15	53	0	20	64	23	1	0	17	69	0	0	0	83	0	0	0	11	28	16	7	12	42	0	14	27	26	23	5	23	11	7	0	19	0
sq469	3	5	6	3	3	6	9	3	4	7	5	1	3	4	5	8	1	1	9	4	2	2	5	0	0	4	49	35	21	3	13	12	1	3	17	24	23	12	12	15	28	12	3	14	30	14	14	21	18	27	10	2	23	21	25	12	20	22	24	10	3	3	3
sq470	2	2	1	1	1	0	1	0	7	5	0	3	0	1	1	0	0	1	0	0	0	0	2	0	0	0	69	77	12	0	51	13	0	0	33	93	23	0	28	39	62	0	1	9	5	3	2	24	16	19	12	0	6	20	15	11	10	16	28	20	0	0	0
sq471	0	1	1	2	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	5	3	0	0	0	0	1	12	0	44	6	0	5	4	6	15	11	147	21	5	1	21	6	0	0	0	1	4	9	8	8	16	0	54	34	55	33	47	18	16	7	0	2	1
sq472	0	0	1	1	0	1	3	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	49	61	51	0	8	24	2	0	10	59	13	6	2	5	67	0	0	17	68	81	68	17	20	23	16	0	9	13	17	12	7	14	22	23	0	0	0
sq473	13	5	4	2	10	3	1	0	18	3	3	6	1	8	3	2	1	9	7	0	0	3	8	2	1	0	43	55	6	0	25	40	1	1	34	35	6	0	3	6	54	1	3	5	19	15	1	17	29	22	7	2	15	19	26	17	14	23	29	39	3	1	2
sq474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	35	376	164	0	0	25	0	26	0	25	0	155	0	0	0	0
sq475	4	6	2	22	12	9	12	15	10	16	14	9	26	1	7	8	12	5	18	9	38	4	12	0	0	1	14	10	21	11	1	6	16	22	12	6	27	40	2	3	10	35	4	1	8	10	22	16	8	14	31	6	7	11	11	8	16	15	16	12	0	17	2
sq476	3	2	2	0	8	3	2	0	13	8	5	2	1	2	2	1	0	3	0	0	0	3	8	1	0	0	58	59	15	1	56	20	0	0	23	76	19	1	22	59	36	0	8	16	24	9	4	11	11	13	3	0	11	8	12	10	9	13	15	14	0	0	2
sq477	0	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	4	9	0	0	0	0	0	2	2	32	11	0	4	13	14	2	0	75	57	1	0	13	46	0	0	0	17	31	12	14	13	14	0	19	19	26	28	11	18	15	8	0	5	0
sq478	3	1	0	1	8	3	0	0	5	1	3	2	0	0	0	0	0	0	1	2	0	1	5	0	0	0	43	44	17	0	42	39	0	2	7	51	8	1	12	12	29	0	1	34	134	37	12	22	28	25	6	1	6	8	5	5	14	19	34	21	0	0	0
sq479	0	0	0	26	0	1	2	69	0	0	0	0	2	0	0	6	33	0	3	23	78	0	0	0	0	2	0	0	3	27	0	2	28	80	0	0	3	106	0	0	0	79	0	0	0	2	0	12	3	7	28	0	17	18	20	14	7	21	12	9	1	31	0
sq480	0	0	0	4	0	0	3	9	0	0	0	0	0	0	0	0	8	0	0	0	18	0	0	0	0	0	0	0	10	31	0	4	54	14	0	0	10	74	0	0	4	109	0	0	1	5	10	11	12	12	31	0	20	34	23	31	11	19	15	11	1	9	0
sq481	4	3	0	4	6	5	3	11	2	7	10	4	5	3	3	4	7	3	4	11	5	0	8	2	2	6	35	31	20	10	8	28	9	1	10	24	22	21	10	10	31	16	2	4	16	16	9	32	14	26	12	1	16	26	28	13	15	23	22	23	7	3	3
sq482	0	0	0	3	0	0	3	7	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	1	0	0	5	1	0	9	23	1	0	0	0	6	0	0	0	5	0	29	336	177	136	1	1	2	4	0	0	3	1	4	1	1	1	0	3	8	0
sq483	3	2	0	9	1	4	8	12	3	2	5	0	3	0	2	2	9	1	4	6	12	1	0	0	0	4	7	10	21	24	4	13	20	7	3	6	39	45	3	4	9	57	0	0	5	11	17	18	17	15	27	0	22	23	22	25	15	32	20	9	1	7	0
sq484	0	1	0	0	2	4	1	6	1	4	0	0	6	1	0	0	7	0	1	1	1	0	0	0	0	3	3	7	18	0	7	25	11	1	1	1	15	4	7	8	2	4	0	145	271	69	35	2	6	6	0	0	2	3	4	3	9	5	10	9	3	4	0
sq485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	14	12	2	0	0	60	280	39	1	21	28	73	9	0	78	14	14	6	14	27	35	24	0	0	0
sq486	0	0	2	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	59	64	10	6	16	8	4	1	28	105	12	6	31	34	90	6	1	4	12	2	2	15	10	20	18	0	5	4	18	9	17	14	21	13	0	0	0
sq487	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	2	9	0	0	0	0	1	0	0	9	15	0	5	30	7	0	0	20	85	0	0	2	93	0	0	1	2	10	18	14	13	31	0	12	22	28	38	6	24	16	3	0	5	0
sq488	0	3	4	3	6	2	3	1	7	1	1	2	0	6	1	3	4	3	5	5	1	0	4	1	0	2	18	40	33	2	139	41	2	0	2	24	12	4	7	12	15	1	5	8	36	38	10	26	31	26	4	5	7	15	4	4	8	12	45	47	5	0	1
sq489	1	2	0	10	3	4	3	10	0	3	6	0	4	0	2	3	6	0	4	3	10	0	1	1	6	2	1	6	13	17	3	12	30	5	2	2	20	60	1	3	8	63	1	0	8	14	15	15	16	9	25	0	18	31	28	27	13	34	21	19	1	7	2
sq490	0	0	0	2	0	1	1	9	0	0	0	0	0	0	0	1	4	0	7	5	9	0	0	0	0	0	8	15	126	16	1	14	14	6	1	3	80	84	0	0	10	26	0	0	10	9	10	12	12	20	39	0	11	17	16	26	11	24	22	19	0	5	0
sq491	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	3	9	2	0	0	2	0	2	10	4	4	1	130	103	11	0	0	0	0	0	1	56	28	38	42	0	21	29	24	16	149	25	14	2	0	1	0
sq492	0	0	0	11	0	0	0	9	0	0	0	0	2	0	0	2	11	0	0	6	15	0	0	0	1	0	0	0	14	45	0	3	29	28	0	0	4	136	0	0	0	102	0	0	0	4	10	14	6	12	51	0	26	26	31	31	8	20	16	24	0	17	0
sq493	3	1	3	8	5	3	0	9	2	2	7	2	4	6	7	3	8	5	11	8	8	1	3	0	1	2	34	18	21	4	13	15	3	5	23	21	24	15	17	18	20	21	2	8	12	16	14	18	13	16	4	4	12	15	23	15	29	18	22	9	5	3	0
sq494	0	1	2	12	0	0	0	5	0	5	0	0	3	1	0	1	11	2	0	2	3	0	0	0	0	1	30	18	30	15	2	12	24	8	13	20	41	48	8	6	28	16	0	1	7	11	23	21	18	15	25	0	10	23	24	16	17	15	23	6	0	12	0
sq495	0	0	1	10	0	0	0	6	0	0	0	0	1	0	0	2	11	1	0	2	12	0	0	0	0	1	0	0	26	39	0	4	37	17	0	0	23	87	0	0	1	66	0	0	0	5	7	6	8	4	31	0	25	35	37	29	14	34	15	10	0	8	0
sq496	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	50	49	6	0	9	10	0	0	12	23	21	0	11	10	35	0	0	6	24	4	2	29	20	29	18	0	21	37	30	23	53	39	39	36	0	1	1
sq497	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	4	0	1	1	30	0	0	0	3	0	0	0	5	36	0	4	56	10	0	0	2	99	0	0	1	120	0	0	0	1	3	12	14	11	43	0	24	25	40	38	3	25	13	11	0	11	0
sq498	3	4	6	17	0	2	4	5	15	33	26	6	21	0	3	2	10	1	2	2	10	0	17	2	1	0	31	29	23	3	2	9	4	4	16	25	13	3	2	4	17	0	5	2	12	11	7	16	13	22	12	7	9	16	18	10	13	26	21	10	3	6	3
sq499	0	93	24	3	17	14	20	27	3	0	0	4	1	2	9	23	51	3	44	103	95	0	2	6	26	16	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	16	29
sq500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	32	55	0	16	1	0	0	2	356	20	1	2	10	4	0	0	0	0	0	11	13	11	18	0	12	16	24	16	12	18	17	24	0	0	0
sq501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	27	6	0	1	0	0	0	31	24	76	7	9	39	19	0	0	3	1	0	0	7	6	14	19	0	5	8	24	9	12	16	12	4	0	0	0
sq502	0	0	0	17	0	0	0	17	0	0	0	0	2	1	0	1	14	0	1	3	26	0	1	0	1	0	0	0	6	32	0	1	38	19	0	0	0	137	0	0	0	64	0	0	0	12	29	15	16	14	31	0	7	17	13	15	10	18	20	10	0	21	0
sq503	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	4	0	1	1	2	0	0	0	0	0	4	1	13	12	0	3	18	4	1	1	33	50	1	0	11	56	0	0	0	15	7	17	13	9	18	0	14	29	26	32	15	23	11	9	0	2	0
sq504	0	0	3	5	2	3	0	5	0	0	0	0	2	3	1	2	3	0	6	3	8	0	0	0	0	1	22	16	19	9	0	2	8	8	26	11	39	27	8	16	11	20	0	1	3	12	13	9	15	16	18	0	14	21	21	23	25	30	8	8	0	1	1
sq505	76	6	7	7	8	5	1	1	28	23	17	39	0	23	14	17	0	37	9	6	11	10	34	6	8	1	10	4	3	0	2	3	2	4	3	4	10	2	1	0	1	0	77	1	0	2	0	4	8	3	1	79	3	3	1	1	2	3	10	4	49	0	4
sq506	0	0	1	10	1	0	1	22	0	0	1	0	6	0	1	0	18	0	2	2	11	0	0	1	7	6	0	1	14	17	0	8	17	9	1	0	49	48	2	3	3	41	0	1	10	37	51	9	5	15	24	0	5	18	12	17	10	10	8	16	0	28	0
sq507	1	2	1	8	2	0	5	15	1	1	2	0	3	1	0	3	5	0	2	9	13	0	1	0	0	8	8	7	15	31	0	21	23	5	1	7	22	67	2	1	3	48	0	0	0	17	26	13	8	12	26	3	15	18	25	23	11	15	18	17	5	11	0
sq508	3	8	6	9	16	19	20	7	5	18	20	10	19	2	2	8	21	3	7	15	10	2	9	1	18	1	2	9	9	4	5	29	7	13	11	6	6	10	1	0	14	4	7	2	15	20	15	26	16	17	8	5	9	9	8	12	4	15	23	12	3	32	4
sq509	22	0	0	0	2	0	2	0	6	2	3	9	0	41	2	3	8	14	0	0	1	370	10	83	53	1	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0	15	0	0	0	0	2	0	3	0	12	0	0	0	0	0	1	1	0	11	5	0
sq510	6	3	5	6	21	11	7	4	11	4	6	9	1	5	4	3	3	11	3	3	7	0	2	1	0	4	32	36	45	1	0	18	1	7	14	17	21	4	2	9	22	6	4	5	18	18	8	20	19	16	7	3	3	14	14	12	11	19	30	18	4	2	3
sq511	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	96	83	39	0	9	2	1	0	11	48	26	1	66	93	32	0	0	7	12	4	1	19	12	12	8	0	6	10	11	5	10	8	21	15	0	0	0
sq512	0	0	0	2	0	0	0	8	0	0	1	0	0	0	0	0	4	0	0	1	17	0	1	0	7	1	0	0	9	32	0	5	54	14	0	0	10	64	0	1	2	88	0	0	0	12	21	14	10	14	45	1	14	12	31	24	5	22	19	7	0	5	0
sq513	0	1	0	5	0	0	1	4	0	0	0	0	3	0	0	1	5	0	0	1	20	0	2	0	0	2	0	0	8	30	1	12	32	11	0	0	18	91	0	1	1	90	0	0	1	3	12	17	7	9	26	0	26	13	21	21	7	21	12	6	0	4	0
sq514	17	35	26	3	15	12	20	8	9	0	0	2	0	3	1	1	4	5	13	11	3	1	3	2	0	0	10	8	8	2	14	9	0	0	20	17	9	1	82	107	11	2	1	2	13	9	10	14	8	9	6	1	5	7	5	2	7	5	9	3	0	0	23
sq515	0	2	2	10	3	3	1	9	3	4	2	0	4	0	0	0	4	0	7	4	10	0	3	0	0	0	24	17	36	11	1	8	23	6	9	19	42	30	7	6	24	16	0	2	14	14	18	16	12	15	26	0	8	21	23	17	19	18	19	8	1	9	0
sq516	0	1	2	5	0	0	0	0	0	0	0	0	4	0	0	1	2	0	2	3	2	0	0	0	1	0	52	33	74	2	3	33	5	9	28	19	10	10	2	7	11	6	0	2	6	20	8	9	10	15	8	0	18	17	19	16	7	23	27	22	0	3	0
sq517	0	0	1	5	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	0	4	0	0	0	9	48	0	19	105	9	0	0	8	82	0	1	0	65	0	0	1	4	7	11	7	18	44	0	9	13	22	18	3	21	12	13	0	11	0
sq518	13	2	6	0	17	14	8	18	3	4	0	2	2	7	2	0	2	3	1	2	1	37	5	17	16	0	0	0	0	0	4	7	1	3	0	1	0	1	0	0	0	1	1	76	50	10	0	73	57	70	1	0	6	10	4	1	25	31	25	20	3	2	3
sq519	0	13	8	21	0	11	4	182	0	0	0	4	5	3	1	14	66	1	25	68	77	0	0	0	2	13	0	0	0	0	0	0	0	116	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	4
sq520	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	0	0	15	24	51	6	0	4	0	1	27	14	77	14	3	3	18	10	0	0	1	4	4	16	14	17	11	0	23	28	34	20	26	37	31	16	0	0	0
sq521	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	1	0	0	0	0	8	19	0	10	51	2	0	0	17	115	0	1	0	92	0	0	1	7	13	13	8	7	32	0	12	18	28	27	8	23	18	10	0	6	0
sq522	3	4	5	7	5	3	6	6	3	7	12	2	7	2	7	6	6	2	9	2	5	0	3	0	0	5	34	16	13	3	16	17	8	2	12	9	34	35	6	15	28	10	0	3	9	17	15	17	14	13	7	3	11	14	14	14	13	20	15	14	3	4	1
sq523	5	4	4	4	12	6	11	9	5	9	5	4	0	2	4	2	3	6	6	7	6	3	3	1	0	1	36	15	23	2	5	9	4	2	9	20	30	10	5	5	28	8	2	9	16	22	16	17	17	16	8	1	8	20	7	9	18	25	19	9	4	4	5
sq524	26	31	27	0	12	10	19	2	48	20	25	31	1	20	5	9	5	14	4	12	6	16	51	21	8	2	7	17	0	0	15	7	0	2	3	12	1	1	4	6	18	0	15	49	10	1	0	6	5	2	0	18	0	0	5	2	2	0	0	2	10	2	12
sq525	1	0	3	0	6	0	2	0	0	1	0	1	0	1	4	0	0	2	1	0	1	0	0	0	0	0	19	20	24	1	0	3	2	1	2	21	22	6	13	7	4	0	1	5	189	167	107	3	1	0	0	1	0	1	0	1	0	2	1	1	1	0	1
sq526	0	1	1	19	1	0	0	32	0	0	0	0	0	0	0	1	22	1	0	4	36	0	1	0	0	2	2	1	13	26	0	4	31	26	1	0	26	78	0	0	2	64	0	0	0	2	18	6	7	8	23	0	17	16	14	15	4	20	14	5	0	16	0
sq527	7	2	6	0	9	8	5	3	6	3	2	13	0	21	35	112	16	22	56	50	3	0	3	6	19	42	1	0	4	3	1	17	8	9	2	0	14	6	2	0	2	3	1	1	2	14	5	3	3	4	0	15	3	7	11	2	6	2	7	3	4	10	5
sq528	0	0	0	4	0	0	0	3	0	0	0	0	3	0	0	0	8	0	1	0	8	0	0	0	0	1	0	1	8	18	0	8	43	3	0	1	17	67	0	2	3	49	0	0	0	4	16	9	9	17	32	0	15	20	10	21	2	30	8	5	0	9	0
sq529	0	1	0	4	0	1	1	14	0	1	2	0	9	1	1	0	12	0	1	8	18	0	0	2	2	2	9	4	36	8	1	4	6	11	5	5	44	47	1	4	12	25	0	0	1	13	14	11	11	5	18	0	12	17	22	29	12	18	15	8	1	20	0
sq530	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	14	0	0	0	0	0	0	0	11	24	0	1	27	3	2	0	28	144	0	0	0	119	0	0	0	0	3	10	9	10	36	0	14	22	16	27	3	19	18	5	0	4	0
sq531	0	0	0	14	0	1	0	19	0	0	0	3	4	0	1	2	10	0	4	2	14	0	0	0	0	5	1	1	19	52	2	9	40	17	0	0	14	61	3	3	2	49	0	0	4	10	28	14	16	19	40	3	8	22	16	22	2	12	13	12	1	18	0
sq532	0	0	0	7	0	0	1	11	0	0	0	0	0	0	0	0	10	0	1	1	18	0	0	0	4	0	2	0	3	30	0	6	43	16	0	0	9	48	0	0	1	70	0	0	1	7	9	9	13	4	33	0	17	23	22	35	8	18	13	13	0	10	0
sq533	2	0	1	3	1	2	5	7	0	2	7	0	4	0	1	0	7	3	6	6	18	4	2	0	2	1	15	8	31	34	4	14	37	13	1	6	13	58	5	3	10	36	2	2	3	14	18	13	7	11	25	1	15	19	21	20	12	8	16	12	2	8	1
sq534	1	2	3	9	0	1	2	2	4	4	2	0	3	0	0	0	3	2	2	2	2	0	4	0	0	0	36	50	29	8	5	9	6	6	9	40	19	16	7	9	65	7	2	1	7	6	4	22	16	20	17	0	13	21	15	16	25	18	17	16	3	7	2
sq535	1	0	0	7	1	2	1	6	3	3	1	1	4	2	0	2	8	0	1	2	3	0	2	0	1	1	29	22	20	13	0	8	20	8	8	24	30	48	6	6	24	23	0	1	8	12	11	11	19	10	16	1	9	10	14	14	12	16	22	11	2	16	1
sq536	12	3	5	1	14	4	3	5	16	17	8	17	2	16	5	2	5	12	4	1	1	15	8	4	6	0	21	26	10	0	53	9	2	3	2	35	5	0	6	6	20	0	26	31	35	10	9	14	19	22	3	2	4	7	3	4	7	11	15	10	4	2	1
